@relation derived_cust_fin_validate_R_Feb14-2015_weka-weka.filters.unsupervised.attribute.Remove-R18-19-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute spatial-radial_div numeric
@attribute spatial-radial_loy numeric
@attribute spatial-radial_reg numeric
@attribute weekly_div numeric
@attribute weekly_loy numeric
@attribute weekly_reg numeric
@attribute hourly_div numeric
@attribute hourly_loy numeric
@attribute hourly_reg numeric
@attribute spatial-grid_div numeric
@attribute spatial-grid_loy numeric
@attribute spatial-grid_reg numeric
@attribute age numeric
@attribute gender {Male,Female}
@attribute marital {Married,Single,Divorced,Unknown}
@attribute education {'High School','Middle School',College,'Primary School',Master,PHD,Unknown}
@attribute working {'Private Sector Employee','Public Servant','Self-Employed - Retail','Retiree & Non-Employed','Self-Employed - Service',Non-Employed,'Retiree & Private Sector Employee','Self-Employed - Manufacture',Unknown,'Other Income',Housewife,'Retiree & Public Servant',Student,'Retiree & Self -Employed'}
@attribute Trouble {0,1}

@data
0.865674,0.682353,0.89832,0.970208,0.573529,0.990179,0.909067,0.404412,0.940275,0.719407,0.729412,0.711472,41,Male,Married,College,'Private Sector Employee',0
0.349237,0.901639,0.92744,0.987681,0.511765,0.934365,0.876346,0.435294,0.955951,0.661292,0.729508,0.771045,39,Male,Married,College,'Private Sector Employee',0
0.892372,0.72973,0.796524,0.989362,0.509804,0.882686,0.909552,0.45098,0.900402,0.750347,0.72973,0.974465,38,Male,Married,College,'Public Servant',0
0.950946,0.756757,0.936841,0.952176,0.601852,0.922864,0.926999,0.351852,0.953182,0.822171,0.72973,0.71158,42,Male,Married,'High School','Private Sector Employee',0
0.858364,0.72973,0.896607,0.869876,0.702703,0.965427,0.941519,0.337838,0.94426,0.789856,0.72973,0.823669,37,Male,Married,College,'Private Sector Employee',0
0.738823,0.824324,0.948567,0.981492,0.538462,0.928351,0.869404,0.435897,0.900266,0.754394,0.72973,0.757839,25,Female,Single,'High School','Private Sector Employee',0
0.637455,0.935135,0.942465,0.993101,0.495025,0.965738,0.873049,0.368159,0.958035,0.710385,0.72973,0.73563,49,Male,Married,College,'Self-Employed - Service',0
0.848312,0.702703,0.921345,0.922401,0.658537,0.790995,0.892412,0.536585,0.848927,0.774549,0.72973,0.748648,34,Male,Married,College,'Public Servant',0
0.853697,0.634921,0.859543,0.961574,0.57,0.957411,0.953808,0.32,0.963633,0.793867,0.730159,0.815618,34,Male,Married,'High School','Private Sector Employee',0
?,?,?,0.917978,0.638889,0.925125,0.876718,0.5,0.890944,0.759493,0.730769,0.8812,49,Male,Married,'High School',Non-Employed,0
0.919088,0.615385,0.915776,0.932828,0.633929,0.965814,0.920704,0.357143,0.912047,0.774669,0.730769,0.806682,38,Male,Married,College,'Self-Employed - Service',0
0.909953,0.884615,0.911002,0.977677,0.545455,0.776012,0.927621,0.424242,0.948729,0.817661,0.730769,0.74531,33,Female,Married,College,'Public Servant',0
0.913123,0.923077,0.910559,0.989619,0.5,0.966768,0.853947,0.575,0.937729,0.891707,0.730769,0.706511,44,Male,Married,'High School','Private Sector Employee',0
0.860463,0.769231,0.895148,0.912312,0.644444,0.951094,0.969967,0.333333,0.902054,0.698974,0.730769,0.875598,29,Male,Married,College,'Public Servant',0
0.824648,0.865385,0.89988,0.98126,0.533333,0.943311,0.924899,0.304762,0.967763,0.772672,0.730769,0.795586,57,Male,Married,College,'Private Sector Employee',0
?,?,?,0.966066,0.573171,0.947446,0.885845,0.621951,0.967567,0.816274,0.730769,0.836764,33,Female,Married,'High School','Public Servant',0
0,1,1,0.972739,0.546667,0.819618,0.893766,0.573333,0.983327,0.765957,0.731343,0.776888,42,Female,Married,College,'Private Sector Employee',0
?,?,?,0.972646,0.560976,0.971261,0.91232,0.414634,0.837607,0.74097,0.731707,0.878573,26,Male,Single,'High School','Private Sector Employee',0
0.746319,0.878049,0.917645,0.858847,0.745763,0.942471,0.902155,0.440678,0.949785,0.78243,0.731707,0.695486,24,Male,Married,College,'Public Servant',0
0.864874,0.707317,0.934314,0.985908,0.51,0.877363,0.934474,0.29,0.965534,0.740122,0.731707,0.794543,38,Male,Married,'High School','Private Sector Employee',0
0.672564,0.958763,0.786213,0.914597,0.637931,0.954047,0.896748,0.405172,0.95617,0.631307,0.731959,0.882476,42,Male,Married,Master,'Self-Employed - Service',0
0.79106,0.857143,0.933464,0.973276,0.56051,0.96961,0.896851,0.394904,0.94963,0.734041,0.732143,0.875169,46,Male,Married,College,'Self-Employed - Retail',0
0.755695,0.910714,0.919829,0.976726,0.533981,0.910106,0.931803,0.300971,0.94763,0.675434,0.732143,0.819177,34,Male,Married,Master,'Private Sector Employee',0
0.787104,0.803571,0.951487,0.958902,0.580357,0.974939,0.895004,0.464286,0.963444,0.843012,0.732143,0.678353,43,Male,Married,Master,'Private Sector Employee',0
0.924539,0.733333,0.804034,0.941084,0.62069,0.932034,0.936688,0.413793,0.885205,0.878495,0.733333,0.704396,41,Male,Single,College,'Self-Employed - Service',0
0.939307,0.7,0.868166,0.949501,0.603774,0.917054,0.909414,0.415094,0.838726,0.786672,0.733333,0.916377,25,Male,Single,College,'Private Sector Employee',0
0.846536,0.866667,0.892932,0.968872,0.64,0.886725,0.931304,0.44,0.744579,0.86294,0.733333,0.701014,37,Male,Married,'High School','Private Sector Employee',0
0.916131,0.866667,0.345372,0.903976,0.621622,0.776117,0.837088,0.594595,0.926898,0.915138,0.733333,0.325987,46,Male,Married,'High School','Private Sector Employee',0
0.914737,0.866667,0.937284,0.969222,0.55,0.845792,0.914143,0.5,0.863709,0.924539,0.733333,0.717042,42,Male,Married,College,'Public Servant',0
0.885601,0.733333,0.804193,0.920141,0.652174,0.737321,0.932913,0.478261,0.864258,0.878495,0.733333,0.350822,29,Male,Single,'High School','Private Sector Employee',0
0.61832,0.933333,0.560247,0.965706,0.566667,0.8956,0.945698,0.4,0.876963,0.947308,0.733333,0.304118,33,Male,Single,'High School','Private Sector Employee',0
0.860982,0.8,0.85855,0.938914,0.578947,0.819554,0.918232,0.578947,0.928076,0.86294,0.733333,0.824773,32,Male,Married,'High School','Private Sector Employee',0
0.679717,0.855556,0.82091,0.994502,0.493243,0.961393,0.898349,0.398649,0.883934,0.7855,0.733333,0.837525,28,Male,Divorced,College,'Private Sector Employee',0
0.626186,0.933333,0.788136,0.927143,0.648649,0.928328,0.956179,0.324324,0.874682,0.821361,0.733333,0.826721,48,Male,Married,'High School','Retiree & Non-Employed',0
0.716038,0.883333,0.904825,0.927922,0.627907,0.961082,0.89025,0.430233,0.927038,0.796164,0.733333,0.675362,32,Male,Married,'High School','Public Servant',0
0.8644,0.766667,0.825118,0.863083,0.744186,0.91018,0.962547,0.27907,0.793068,0.743801,0.733333,0.950852,29,Male,Married,'High School','Private Sector Employee',0
0.734569,0.833333,0.867853,0.913914,0.648148,0.913438,0.909657,0.425926,0.866013,0.867575,0.733333,0.927507,35,Female,Married,College,'Private Sector Employee',0
0.960964,0.8,0.85573,0.946072,0.62963,0.947987,0.911185,0.481481,0.774146,0.878495,0.733333,0.88527,41,Male,Married,'Primary School','Private Sector Employee',1
0.748632,0.866667,0.462307,0.832587,0.777778,0.825367,0.954465,0.37037,0.654996,0.774237,0.733333,0.420969,37,Female,Divorced,'High School','Private Sector Employee',0
0.908063,0.633333,0.894351,0.913081,0.629032,0.877053,0.86991,0.467742,0.713622,0.806301,0.733333,0.702672,52,Female,Married,'High School','Retiree & Non-Employed',0
0.937182,0.666667,0.904231,0.926539,0.642857,0.745953,0.942439,0.357143,0.858271,0.830007,0.733333,0.815622,35,Male,Single,'High School','Private Sector Employee',0
0.855934,0.733333,0.926882,0.91862,0.666667,0.977398,0.929506,0.416667,0.907953,0.830518,0.733333,0.834711,36,Male,Married,College,'Self-Employed - Service',0
0.61832,0.933333,0.560247,0.797955,0.8,0.883608,0.957686,0.4,0.811246,0.830007,0.733333,0.383549,48,Male,Married,College,'Private Sector Employee',0
0.905403,0.733333,0.919724,0.95912,0.592593,0.829157,0.906462,0.425926,0.96165,0.905403,0.733333,0.714616,34,Female,Married,College,'Private Sector Employee',0
0.938161,0.688889,0.987217,0.961345,0.594059,0.980858,0.915378,0.326733,0.925598,0.83634,0.733333,0.635356,45,Female,Divorced,'High School','Private Sector Employee',0
0.863554,0.7,0.944179,0.94995,0.616279,0.952465,0.907054,0.372093,0.962825,0.787338,0.733333,0.696893,42,Male,Married,'High School','Public Servant',0
0.844741,0.933333,0.902989,0.90459,0.678571,0.942245,0.940223,0.410714,0.896022,0.86294,0.733333,0.883477,49,Male,Married,'High School','Private Sector Employee',0
0.915138,0.733333,0.984946,0.974976,0.533333,0.924827,0.946303,0.4,0.895637,0.915138,0.733333,0.65626,25,Male,Single,College,'Private Sector Employee',0
0.924539,0.733333,0.987905,0.962895,0.585366,0.966268,0.903387,0.439024,0.899408,0.961383,0.733333,0.824065,32,Female,Single,College,'Private Sector Employee',0
0.916131,0.866667,0.888618,0.973215,0.545455,0.678029,0.921946,0.454545,0.613918,0.902495,0.733333,0.821182,27,Male,Married,'High School','Private Sector Employee',0
?,?,?,0.944843,0.550725,0.917498,0.9375,0.391304,0.954029,0.721833,0.733333,0.854902,39,Male,Married,'Middle School','Public Servant',0
0.849835,0.733333,0.805323,0.956707,0.590909,0.710637,0.917687,0.5,0.645864,0.774237,0.733333,0.420969,26,Male,Single,College,'Private Sector Employee',0
0.948835,0.666667,0.921412,0.927463,0.633333,0.877173,0.952417,0.366667,0.831523,0.823499,0.733333,0.706194,36,Female,Married,College,'Public Servant',0
0.830366,0.8,0.933828,0.910244,0.7,0.926695,0.936884,0.466667,0.952166,0.898793,0.733333,0.90959,43,Male,Married,'Primary School','Private Sector Employee',0
0.718776,0.933333,0.934653,0.943335,0.60274,0.975635,0.889624,0.438356,0.930474,0.854799,0.733333,0.669581,39,Male,Married,College,'Private Sector Employee',0
0.97441,0.466667,0.740503,0.912549,0.652174,0.966022,0.922254,0.608696,0.965982,0.928501,0.733333,0.763232,29,Female,Married,'High School','Private Sector Employee',1
0.890969,0.933333,0.942043,0.903558,0.705882,0.881681,0.979943,0.470588,0.827262,0.86294,0.733333,0.781196,34,Male,Single,College,'Self-Employed - Service',0
0.97185,0.733333,0.898927,0.959572,0.606061,0.921331,0.935647,0.424242,0.895589,0.947308,0.733333,0.746267,21,Male,Single,'High School','Private Sector Employee',0
0.929302,0.77551,0.924406,0.967578,0.567568,0.984624,0.886636,0.459459,0.8897,0.844819,0.734694,0.727027,29,Male,Single,College,'Private Sector Employee',0
0.766321,0.795918,0.885691,0.955113,0.621849,0.876599,0.920234,0.378151,0.949719,0.831543,0.734694,0.710661,32,Male,Single,'Middle School','Private Sector Employee',0
0.931488,0.693878,0.777435,0.966044,0.5625,0.883763,0.93968,0.34375,0.910157,0.74522,0.734694,0.827282,37,Male,Married,'Middle School','Public Servant',0
0.680957,0.836735,0.975227,0.989968,0.518519,0.962769,0.901864,0.444444,0.911155,0.789166,0.734694,0.758158,28,Male,Single,College,'Private Sector Employee',0
?,?,?,0.965903,0.574074,0.905528,0.918265,0.388889,0.817269,0.852554,0.735294,0.832867,33,Female,Single,College,'Public Servant',0
0.858198,0.735294,0.880688,0.940267,0.613636,0.93597,0.972614,0.272727,0.767617,0.76111,0.735294,0.921446,28,Female,Married,College,'Private Sector Employee',0
0.874017,0.794118,0.893226,0.946473,0.604651,0.897414,0.925142,0.488372,0.966353,0.81685,0.735294,0.860738,57,Male,Married,Master,'Retiree & Non-Employed',0
0.840384,0.823529,0.974239,0.973364,0.54902,0.862969,0.937033,0.372549,0.960301,0.877059,0.735294,0.729423,42,Female,Single,'Primary School','Private Sector Employee',0
?,?,?,0.963375,0.602151,0.95517,0.871923,0.516129,0.963104,0.72315,0.735849,0.7404,38,Male,Married,Master,'Private Sector Employee',0
0.787436,0.694444,0.930196,0.975616,0.550459,0.934314,0.957753,0.33945,0.997529,0.750227,0.736111,0.723569,29,Female,Married,College,'Private Sector Employee',0
0.672334,0.912088,0.872972,0.964825,0.584615,0.99566,0.945766,0.284615,0.950805,0.797192,0.736264,0.670725,29,Male,Divorced,College,'Private Sector Employee',1
0.887546,0.789474,0.842513,0.924324,0.636364,0.859313,0.94736,0.409091,0.925719,0.8681,0.736842,0.887405,73,Male,Married,'Middle School','Retiree & Non-Employed',0
0.794692,0.894737,0.916088,0.983743,0.5,0.94011,0.854655,0.517857,0.95031,0.814147,0.736842,0.694203,42,Male,Married,College,'Private Sector Employee',0
0.839911,0.947368,0.95878,0.946028,0.604167,0.712444,0.913366,0.479167,0.618484,0.912898,0.736842,0.759404,29,Male,Single,College,'Private Sector Employee',0
0.888663,0.736842,0.97102,0.995654,0.484305,0.968659,0.75728,0.600897,0.884964,0.740043,0.736842,0.757853,53,Female,Married,College,'Private Sector Employee',0
0.905321,0.789474,0.939523,0.992061,0.490566,0.899506,0.890678,0.45283,0.942992,0.886694,0.736842,0.739902,41,Female,Married,College,'Private Sector Employee',0
0.859463,0.789474,0.851084,0.874467,0.71875,0.909851,0.951035,0.375,0.94607,0.847414,0.736842,0.902445,42,Male,Married,'Primary School','Self-Employed - Retail',0
0.755196,0.894737,0.925296,0.975863,0.55,0.863898,0.932629,0.316667,0.90811,0.731551,0.736842,0.917547,23,Male,Single,College,'Private Sector Employee',0
0.730989,0.842105,0.888168,0.953296,0.576923,0.699817,0.929791,0.461538,0.736283,0.886694,0.736842,0.756096,39,Male,Divorced,'Middle School','Private Sector Employee',0
?,?,?,0.956828,0.675676,0.762576,0.941272,0.405405,0.781051,0.852076,0.736842,0.369411,38,Female,Single,College,'Self-Employed - Manufacture',0
0.795912,0.815789,0.852565,0.962676,0.583333,0.876395,0.928704,0.375,0.910345,0.801172,0.736842,0.779051,29,Male,Single,College,'Public Servant',0
0.886694,0.736842,0.813286,0.857949,0.833333,0.85969,0.895689,0.583333,0.778834,0.832447,0.736842,0.900542,55,Male,Married,'High School','Private Sector Employee',0
0.876575,0.789474,0.942688,0.961839,0.578947,0.86506,0.934585,0.394737,0.945431,0.90495,0.736842,0.781718,37,Female,Married,College,'Private Sector Employee',0
0.714397,0.947368,0.851096,0.908752,0.7,0.893244,0.95285,0.333333,0.881274,0.868269,0.736842,0.709395,45,Male,Married,'High School','Self-Employed - Manufacture',0
0.914555,0.704918,0.915608,0.987495,0.520408,0.987822,0.90657,0.346939,0.943636,0.737855,0.737705,0.779585,34,Female,Divorced,College,'Private Sector Employee',0
0.736753,0.891304,0.96098,0.964986,0.578947,0.963325,0.929369,0.421053,0.944166,0.775998,0.73913,0.830727,29,Male,Single,College,'Self-Employed - Service',1
0.773986,0.956522,0.929874,0.98424,0.506329,0.911829,0.826004,0.481013,0.918659,0.849031,0.73913,0.827646,29,Male,Single,College,'Public Servant',0
0.910338,0.826087,0.973836,0.984654,0.517857,0.929708,0.889552,0.517857,0.932727,0.894322,0.73913,0.678174,20,Male,Married,'Primary School','Self-Employed - Manufacture',0
0.932291,0.550725,0.899298,0.9232,0.661765,0.817575,0.9377,0.352941,0.880928,0.784241,0.73913,0.849634,47,Male,Married,College,'Private Sector Employee',0
0.877203,0.956522,0.933729,0.928328,0.65625,0.857858,0.919962,0.4375,0.703266,0.840349,0.73913,0.745483,48,Female,Married,'High School','Private Sector Employee',1
0.720303,0.811594,0.982783,0.969529,0.537879,0.973513,0.873921,0.5,0.898737,0.64926,0.73913,0.948695,66,Male,Married,College,'Self-Employed - Service',0
0.833406,0.956522,0.967711,0.97171,0.555556,0.824108,0.952692,0.333333,0.858546,0.801056,0.73913,0.794133,48,Female,Married,College,'Private Sector Employee',0
0.858752,0.869565,0.88285,0.949825,0.606742,0.882059,0.878684,0.47191,0.855422,0.784726,0.73913,0.684647,33,Male,Single,College,'Private Sector Employee',0
0.798771,0.869565,0.834487,0.937498,0.617021,0.780241,0.908,0.446809,0.916522,0.837362,0.73913,0.635514,44,Male,Married,College,'Public Servant',0
0.934391,0.782609,0.940541,0.972783,0.564516,0.900623,0.9121,0.435484,0.942958,0.873831,0.73913,0.789443,36,Male,Married,College,'Private Sector Employee',0
0.841032,0.826087,0.864759,0.940224,0.659574,0.829569,0.886846,0.489362,0.902316,0.833516,0.73913,0.744006,30,Female,Single,College,'Private Sector Employee',0
0.902837,0.73913,0.940486,0.947352,0.604167,0.861249,0.920884,0.416667,0.930132,0.857553,0.73913,0.695893,29,Male,Single,College,'Public Servant',0
?,?,?,0.974571,0.612903,0.864773,0.93078,0.451613,0.963486,0.919328,0.73913,0.64946,34,Female,Single,College,'Private Sector Employee',0
0.758827,0.869565,0.976007,0.964339,0.584906,0.894718,0.909871,0.415094,0.877975,0.757722,0.73913,0.713312,33,Male,Single,'High School','Private Sector Employee',0
0.837127,0.76,0.854979,0.987376,0.52459,0.937982,0.913598,0.385246,0.946998,0.734181,0.74,0.705824,30,Male,Married,College,'Private Sector Employee',0
0.831591,0.755725,0.955199,0.985119,0.509036,0.914919,0.948707,0.243976,0.933572,0.680469,0.740458,0.845588,40,Male,Married,College,'Private Sector Employee',0
0.828906,0.814815,0.986763,0.955834,0.585366,0.937771,0.940705,0.365854,0.955516,0.823686,0.740741,0.806143,34,Male,Married,'High School','Self-Employed - Retail',0
0.952621,1,0.977371,0.921026,0.642857,0.901555,0.917243,0.404762,0.886839,0.825972,0.740741,0.694512,29,Female,Single,'High School','Private Sector Employee',0
0.908262,0.62963,0.830382,0.951696,0.584906,0.812478,0.940759,0.358491,0.926176,0.773662,0.740741,0.755856,37,Male,Married,Master,'Private Sector Employee',0
0.738143,0.962963,0.893169,0.912757,0.659574,0.853412,0.89536,0.468085,0.859497,0.904388,0.740741,0.682522,32,Female,Married,College,'Private Sector Employee',0
0,1,1,0.91352,0.682927,0.917216,0.906605,0.536585,0.948411,0.737008,0.740741,0.865495,26,Female,Single,College,'Private Sector Employee',0
0.8547,0.777778,0.929771,0.960389,0.577778,0.849281,0.961635,0.311111,0.748539,0.875768,0.740741,0.646784,28,Male,Single,'High School','Public Servant',0
0.727508,0.962963,0.899331,0.943797,0.621622,0.981411,0.953827,0.364865,0.872062,0.78189,0.740741,0.925237,30,Male,Single,College,'Private Sector Employee',0
0.860583,0.777778,0.837232,0.93257,0.625,0.941677,0.928222,0.4,0.959952,0.782796,0.740741,0.947395,25,Female,Single,College,'Private Sector Employee',0
0.913219,0.666667,0.763133,0.946547,0.583333,0.833592,0.886719,0.479167,0.923999,0.828367,0.740741,0.632383,41,Male,Married,'High School','Public Servant',0
0.728302,0.87931,0.949654,0.948003,0.59375,0.933713,0.899298,0.385417,0.963312,0.723659,0.741379,0.861814,31,Male,Married,College,'Private Sector Employee',0
0.810522,0.775862,0.897267,0.994798,0.493151,0.920075,0.941697,0.369863,0.837057,0.636085,0.741379,0.652018,42,Male,Married,'Middle School','Private Sector Employee',1
0.884508,0.83871,0.884978,0.858305,0.71875,0.895243,0.924329,0.4375,0.717764,0.909875,0.741935,0.758031,29,Male,Single,College,'Private Sector Employee',0
0.902189,0.709677,0.838902,0.96112,0.548387,0.969615,0.908376,0.387097,0.918328,0.677478,0.741935,0.875685,39,Male,Married,College,'Private Sector Employee',0
0.778973,0.870968,0.926401,0.893345,0.736842,0.961762,0.916967,0.447368,0.93604,0.753444,0.741935,0.78215,60,Male,Married,'High School',Non-Employed,0
0.895401,0.741935,0.853451,0.941111,0.654545,0.910514,0.90672,0.436364,0.826332,0.751593,0.741935,0.683732,37,Male,Married,College,'Private Sector Employee',0
0.899493,0.774194,0.909473,0.961182,0.588235,0.877875,0.945103,0.352941,0.895147,0.844409,0.741935,0.693878,29,Male,Single,'High School','Private Sector Employee',0
0.882015,0.83871,0.932792,0.855954,0.736842,0.933768,0.941789,0.368421,0.939098,0.836042,0.741935,0.740611,37,Male,Married,'High School','Private Sector Employee',0
0.832601,0.806452,0.92783,0.924488,0.650794,0.857822,0.900513,0.47619,0.959019,0.794759,0.741935,0.761064,35,Male,Married,College,'Private Sector Employee',0
0.788875,0.806452,0.935462,0.893137,0.685185,0.946903,0.949145,0.314815,0.939765,0.677478,0.741935,0.917131,26,Female,Single,College,'Public Servant',0
0.760854,0.774194,0.895532,0.827758,0.772727,0.826397,0.945935,0.363636,0.549667,0.779203,0.741935,0.80996,28,Female,Married,College,'Self-Employed - Service',0
0.760936,0.870968,0.940244,0.956003,0.621212,0.957532,0.937087,0.378788,0.953326,0.833444,0.741935,0.778301,27,Male,Single,College,'Public Servant',0
0.859647,0.688172,0.921143,0.987773,0.519685,0.982959,0.927996,0.322835,0.961139,0.712858,0.741935,0.744669,44,Male,Single,Master,'Private Sector Employee',0
?,?,?,0.989113,0.513889,0.656181,0.927369,0.347222,0.535568,0.772508,0.741935,0.424081,32,Male,Married,College,'Private Sector Employee',1
0.770558,0.870968,0.833065,0.987587,0.52381,0.880905,0.961814,0.380952,0.972024,0.813245,0.741935,0.783327,34,Male,Married,'High School','Private Sector Employee',0
0.921105,0.628571,0.900287,0.936801,0.666667,0.987024,0.950068,0.31746,0.905825,0.736488,0.742857,0.78844,26,Male,Single,Master,'Private Sector Employee',0
?,?,?,0.923502,0.606061,0.963219,0.95712,0.363636,0.950401,0.848968,0.742857,0.767343,43,Female,Single,College,'Public Servant',0
0.882016,0.628571,0.9257,0.964896,0.571429,0.904829,0.936378,0.392857,0.902946,0.684427,0.742857,0.876551,44,Male,Married,College,'Private Sector Employee',0
0.903045,0.685714,0.861605,0.87184,0.72549,0.913954,0.943292,0.411765,0.909833,0.80693,0.742857,0.633549,27,Male,Married,'High School','Private Sector Employee',0
?,?,?,0.992418,0.495726,0.992851,0.885119,0.367521,0.959899,0.793392,0.743243,0.767129,47,Female,Divorced,College,'Private Sector Employee',0
0.881018,0.769231,0.953412,0.97343,0.61194,0.898281,0.947733,0.343284,0.870514,0.789092,0.74359,0.683031,27,Female,Single,College,'Private Sector Employee',0
0.921217,0.674419,0.769724,0.975679,0.56962,0.887706,0.91709,0.329114,0.875627,0.705547,0.744186,0.831385,26,Male,Single,College,'Self-Employed - Retail',0
0.413982,0.976744,0.718588,0.895401,0.671642,0.86757,0.899867,0.432836,0.796045,0.779556,0.744186,0.79088,28,Female,Married,'Middle School','Private Sector Employee',0
0.851406,0.837209,0.9303,0.965863,0.565789,0.811108,0.881386,0.526316,0.959744,0.826359,0.744186,0.752373,28,Male,Single,'High School','Private Sector Employee',1
0.804022,0.790698,0.867812,0.963673,0.594595,0.988383,0.877145,0.5,0.911463,0.801996,0.744186,0.744091,27,Male,Single,College,'Public Servant',0
0.714235,0.829787,0.87856,0.969057,0.575,0.946699,0.896107,0.425,0.644225,0.758285,0.744681,0.434233,49,Female,Married,College,'Public Servant',0
0.780111,0.72549,0.724316,0.99099,0.505747,0.77212,0.877134,0.45977,0.926232,0.688175,0.745098,0.834365,40,Male,Married,'Primary School','Public Servant',0
0.74805,0.862745,0.891203,0.970447,0.576923,0.965398,0.92186,0.384615,0.966173,0.69309,0.745098,0.770514,31,Male,Married,College,'Private Sector Employee',0
0.706775,0.909091,0.928885,0.982116,0.525641,0.898701,0.936975,0.384615,0.918399,0.723709,0.745455,0.82626,46,Female,Married,College,'Private Sector Employee',0
0.873547,0.671642,0.95121,0.972135,0.571429,0.945349,0.923298,0.32381,0.925324,0.704154,0.746269,0.710802,36,Male,Married,PHD,'Public Servant',0
0.878515,0.71831,0.960002,0.990573,0.511278,0.915021,0.932248,0.398496,0.983132,0.685083,0.746479,0.741711,33,Male,Married,College,'Private Sector Employee',0
0.946395,1,0.962095,0.919037,0.769231,0.867346,0.957526,0.461538,0.89759,1,0.75,0.823223,25,Male,Single,'High School','Private Sector Employee',1
0.90375,0.714286,0.927129,0.958091,0.575,0.934662,0.90151,0.475,0.856144,0.812947,0.75,0.731291,25,Male,Single,'High School','Private Sector Employee',0
0.824699,0.9375,0.903263,0.949445,0.619048,0.900742,0.963192,0.428571,0.595764,0.918775,0.75,0.822148,31,Male,Married,College,'Public Servant',0
0.928383,0.75,0.823079,0.942631,0.75,0.822388,0.935334,0.666667,0.759903,0.928383,0.75,0.940644,48,Female,Married,College,Housewife,0
1,0.75,0.271131,0.90749,0.9,0.354424,0.882979,0.95,0.938332,1,0.75,0.271131,45,Male,Married,'High School','Private Sector Employee',0
0.968139,0.8125,0.983955,0.974498,0.565217,0.680745,0.967535,0.391304,0.805288,0.894124,0.75,0.89195,31,Female,Married,'High School','Private Sector Employee',0
?,?,?,0.899484,0.655172,0.856363,0.922604,0.482759,0.833817,0.77166,0.75,0.760585,24,Male,Single,College,'Public Servant',0
0.761167,0.857143,0.933657,0.984417,0.507463,0.997405,0.876898,0.462687,0.978061,0.808058,0.75,0.757138,32,Male,Single,'High School','Private Sector Employee',1
0.840108,0.75,0.904992,0.968843,0.553191,0.678784,0.925196,0.446809,0.946214,0.875449,0.75,0.851779,58,Male,Married,'High School','Private Sector Employee',0
0.913346,0.7,0.874959,0.953717,0.625,0.88923,0.918099,0.46875,0.966688,0.842026,0.75,0.766692,29,Female,Married,'High School','Private Sector Employee',0
0.929775,0.8,0.827339,0.920858,0.633333,0.974128,0.905548,0.5,0.86454,0.904986,0.75,0.899408,47,Male,Married,'High School','Self-Employed - Service',0
0.724834,1,0.863202,0.871784,0.72,0.919947,0.894432,0.52,0.750241,0.749771,0.75,0.934662,46,Male,Married,College,'Public Servant',0
0.864787,0.916667,0.929071,0.886694,0.736842,0.891695,0.918102,0.526316,0.95272,0.822377,0.75,0.689905,38,Male,Married,College,'Private Sector Employee',0
0.908064,0.8125,0.853356,0.975357,0.538462,0.774957,0.861407,0.480769,0.922312,0.856906,0.75,0.872533,28,Female,Single,College,'Private Sector Employee',1
0.884862,0.833333,0.874373,0.898789,0.7,0.870493,0.933466,0.5,0.823187,0.871049,0.75,0.815369,27,Male,Married,'High School','Self-Employed - Service',1
0.875,0.875,0.898211,0.955233,0.647059,0.838812,0.943268,0.470588,0.890449,0.969022,0.75,0.822501,26,Female,Single,College,'Private Sector Employee',0
0.825011,0.916667,0.94028,0.906788,0.666667,0.831857,0.892994,0.518519,0.932517,0.883633,0.75,0.817738,28,Male,Married,'High School','Private Sector Employee',0
1,0.75,0.823223,0.828492,0.769231,0.903834,0.947948,0.615385,0.96162,1,0.75,0.705372,30,Male,Married,'Primary School','Private Sector Employee',0
0.93609,0.791667,0.957633,0.976722,0.534884,0.966154,0.919083,0.418605,0.923834,0.87176,0.75,0.741599,30,Male,Single,'High School','Private Sector Employee',0
0.95282,0.875,0.320482,0.978928,0.611111,0.255173,0.925258,0.555556,0.681317,0.928383,0.75,0.320149,29,Male,Single,College,'Public Servant',1
0.860593,0.75,0.911027,0.951702,0.59375,0.916044,0.953804,0.375,0.911129,0.801466,0.75,0.758595,36,Male,Married,'High School','Private Sector Employee',0
?,?,?,0.862875,0.696629,0.944876,0.873169,0.483146,0.965622,0.778417,0.75,0.835664,37,Male,Married,College,'Private Sector Employee',0
0.879308,0.958333,0.884881,0.928879,0.655172,0.857082,0.942171,0.413793,0.786747,0.803587,0.75,0.899744,32,Female,Single,'High School','Public Servant',0
0.921815,0.6875,0.915771,0.922564,0.741935,0.817132,0.946092,0.354839,0.95896,0.856906,0.75,0.741806,46,Male,Married,'Primary School','Public Servant',0
0.875,0.875,0.90646,0.853281,0.65,0.686734,0.939794,0.5,0.922441,0.861353,0.75,0.928632,32,Male,Married,College,'Public Servant',0
0.930628,0.625,0.730336,0.932935,0.692308,0.777321,0.954908,0.538462,0.672089,0.861353,0.75,0.797858,34,Male,Married,'High School','Private Sector Employee',0
0.841907,0.775,0.958872,0.871523,0.690909,0.95621,0.934456,0.436364,0.980591,0.677922,0.75,0.728119,57,Male,Married,College,'Private Sector Employee',0
0.988609,0.8125,0.867173,0.959639,0.59375,0.875613,0.971606,0.28125,0.872512,0.882403,0.75,0.804642,37,Female,Married,College,'Private Sector Employee',0
